SPOT_PRICE,TRADE_DATE,TRADE_JDN
1.386,29-Oct-15,2457325
1.407,28-Oct-15,2457324
1.353,26-Oct-15,2457322
1.389,23-Oct-15,2457319
1.39,22-Oct-15,2457318
1.333,20-Oct-15,2457316
1.34,19-Oct-15,2457315
1.358,16-Oct-15,2457312
1.341,14-Oct-15,2457310
1.34,13-Oct-15,2457309
1.372,12-Oct-15,2457308
1.474,08-Oct-15,2457304
1.449,07-Oct-15,2457303
1.437,05-Oct-15,2457301
1.407,02-Oct-15,2457298
1.403,01-Oct-15,2457297
1.393,29-Sep-15,2457295
1.367,28-Sep-15,2457294
1.408,25-Sep-15,2457291
1.366,23-Sep-15,2457289
1.377,22-Sep-15,2457288
1.353,21-Sep-15,2457287
1.377,17-Sep-15,2457283
1.392,16-Sep-15,2457282
1.338,15-Sep-15,2457281
1.395,11-Sep-15,2457277
1.417,10-Sep-15,2457276
1.383,09-Sep-15,2457275
1.43,07-Sep-15,2457273
1.43,04-Sep-15,2457270
1.453,02-Sep-15,2457268
1.402,01-Sep-15,2457267
1.502,31-Aug-15,2457266
1.358,27-Aug-15,2457262
1.247,26-Aug-15,2457261
1.243,25-Aug-15,2457260
1.322,21-Aug-15,2457256
1.352,20-Aug-15,2457255
1.35,19-Aug-15,2457254
1.416,17-Aug-15,2457252
1.415,14-Aug-15,2457249
1.456,12-Aug-15,2457247
1.433,11-Aug-15,2457246
1.456,10-Aug-15,2457245
1.428,06-Aug-15,2457241
1.417,05-Aug-15,2457240
1.431,04-Aug-15,2457239
1.455,31-Jul-15,2457235
1.475,30-Jul-15,2457234
1.485,28-Jul-15,2457232
1.464,27-Jul-15,2457231
1.511,24-Jul-15,2457228
1.53,22-Jul-15,2457226
1.543,21-Jul-15,2457225
1.499,20-Jul-15,2457224
1.515,16-Jul-15,2457220
1.525,15-Jul-15,2457219
1.575,14-Jul-15,2457218
1.568,10-Jul-15,2457214
1.577,09-Jul-15,2457213
1.566,08-Jul-15,2457212
1.581,06-Jul-15,2457210
1.695,03-Jul-15,2457207
1.685,01-Jul-15,2457205
1.727,30-Jun-15,2457204
1.678,29-Jun-15,2457203
1.69,25-Jun-15,2457199
1.708,24-Jun-15,2457198
1.716,23-Jun-15,2457197
1.698,19-Jun-15,2457193
1.765,18-Jun-15,2457192
1.75,17-Jun-15,2457191
1.719,15-Jun-15,2457189
1.74,12-Jun-15,2457186
1.767,11-Jun-15,2457185
1.757,09-Jun-15,2457183
1.711,05-Jun-15,2457179
1.815,01-Jun-15,2457175
1.766,28-May-15,2457171
1.794,26-May-15,2457169
1.799,19-May-15,2457162
1.889,15-May-15,2457158
1.889,13-May-15,2457156
1.865,07-May-15,2457150
1.907,05-May-15,2457148
1.86,01-May-15,2457144
1.764,27-Apr-15,2457140
1.777,24-Apr-15,2457137
1.741,20-Apr-15,2457133
1.777,16-Apr-15,2457129
1.679,14-Apr-15,2457127
1.568,08-Apr-15,2457121
1.614,06-Apr-15,2457119
1.598,01-Apr-15,2457114
1.623,26-Mar-15,2457108
1.539,24-Mar-15,2457106
1.566,20-Mar-15,2457102
1.536,17-Mar-15,2457099
1.561,13-Mar-15,2457095
1.66,11-Mar-15,2457093
1.747,05-Mar-15,2457087
1.794,03-Mar-15,2457085
1.824,25-Feb-15,2457079
1.844,23-Feb-15,2457077
1.754,19-Feb-15,2457073
1.855,13-Feb-15,2457067
1.703,11-Feb-15,2457065
1.754,09-Feb-15,2457063
1.709,03-Feb-15,2457057
1.539,30-Jan-15,2457053
1.48,28-Jan-15,2457051
1.486,22-Jan-15,2457045
1.478,20-Jan-15,2457043
1.451,15-Jan-15,2457038
1.543,09-Jan-15,2457032
1.536,08-Jan-15,2457031
1.559,02-Jan-15,2457025
1.556,30-Dec-14,2457022
1.635,26-Dec-14,2457018
1.729,19-Dec-14,2457011
1.752,18-Dec-14,2457010
1.765,16-Dec-14,2457008
1.845,10-Dec-14,2457002
1.942,08-Dec-14,2457000
2.024,04-Dec-14,2456996
2.087,01-Dec-14,2456993
2.196,26-Nov-14,2456988
2.288,24-Nov-14,2456986
2.245,18-Nov-14,2456980
2.268,17-Nov-14,2456979
2.245,13-Nov-14,2456975
2.416,07-Nov-14,2456969
2.385,05-Nov-14,2456967
2.378,04-Nov-14,2456966
2.43,29-Oct-14,2456960
2.366,27-Oct-14,2456958
2.406,23-Oct-14,2456954
2.432,17-Oct-14,2456948
2.4,16-Oct-14,2456947
2.42,14-Oct-14,2456945
2.505,08-Oct-14,2456939
2.583,06-Oct-14,2456937
2.622,02-Oct-14,2456933
2.675,29-Sep-14,2456930
2.661,25-Sep-14,2456926
2.664,23-Sep-14,2456924
2.706,17-Sep-14,2456918
2.729,15-Sep-14,2456916
2.747,11-Sep-14,2456912
2.812,05-Sep-14,2456906
2.882,03-Sep-14,2456904
2.881,27-Aug-14,2456897
2.834,25-Aug-14,2456895
2.823,22-Aug-14,2456892
2.8,18-Aug-14,2456888
2.805,14-Aug-14,2456884
2.825,12-Aug-14,2456882
2.837,06-Aug-14,2456876
2.828,04-Aug-14,2456874
2.859,29-Jul-14,2456868
2.864,25-Jul-14,2456864
2.835,23-Jul-14,2456862
2.785,18-Jul-14,2456857
2.793,16-Jul-14,2456855
2.809,14-Jul-14,2456853
2.775,08-Jul-14,2456847
2.817,03-Jul-14,2456842
2.858,01-Jul-14,2456840
2.95,25-Jun-14,2456834
2.954,23-Jun-14,2456832
2.964,19-Jun-14,2456828
2.905,13-Jun-14,2456822
2.905,12-Jun-14,2456821
2.8,10-Jun-14,2456819
2.779,04-Jun-14,2456813
2.805,02-Jun-14,2456811
2.88,27-May-14,2456805
2.885,21-May-14,2456799
2.884,20-May-14,2456798
2.889,16-May-14,2456794
2.896,15-May-14,2456793
2.909,14-May-14,2456792
2.86,12-May-14,2456790
2.847,09-May-14,2456787
2.849,08-May-14,2456786
2.821,06-May-14,2456784
2.843,05-May-14,2456783
2.862,02-May-14,2456780
2.86,30-Apr-14,2456778
2.893,29-Apr-14,2456777
2.909,25-Apr-14,2456773
2.941,24-Apr-14,2456772
2.926,23-Apr-14,2456771
2.949,21-Apr-14,2456769
2.951,17-Apr-14,2456765
2.949,16-Apr-14,2456764
2.904,14-Apr-14,2456762
2.86,11-Apr-14,2456759
2.878,10-Apr-14,2456758
2.859,08-Apr-14,2456756
2.826,07-Apr-14,2456755
2.845,03-Apr-14,2456751
2.801,02-Apr-14,2456750
2.809,01-Apr-14,2456749
2.878,28-Mar-14,2456745
2.867,27-Mar-14,2456744
2.834,26-Mar-14,2456743
2.825,24-Mar-14,2456741
2.837,21-Mar-14,2456738
2.834,20-Mar-14,2456737
2.841,18-Mar-14,2456735
2.833,17-Mar-14,2456734
2.882,14-Mar-14,2456731
2.873,12-Mar-14,2456729
2.912,11-Mar-14,2456728
2.979,07-Mar-14,2456724
2.979,06-Mar-14,2456723
2.968,05-Mar-14,2456722
3.04,03-Mar-14,2456720
2.955,28-Feb-14,2456717
2.924,27-Feb-14,2456716
2.985,25-Feb-14,2456714
2.999,24-Feb-14,2456713
2.952,21-Feb-14,2456710
3.087,19-Feb-14,2456708
3.074,18-Feb-14,2456707
3.042,14-Feb-14,2456703
2.963,12-Feb-14,2456701
2.958,11-Feb-14,2456700
2.911,10-Feb-14,2456699
2.869,06-Feb-14,2456695
2.854,05-Feb-14,2456694
2.885,03-Feb-14,2456692
2.882,31-Jan-14,2456689
2.955,30-Jan-14,2456688
2.935,28-Jan-14,2456686
2.916,27-Jan-14,2456685
2.94,24-Jan-14,2456682
2.906,22-Jan-14,2456680
2.919,21-Jan-14,2456679
2.919,16-Jan-14,2456674
2.933,15-Jan-14,2456673
2.896,14-Jan-14,2456672
2.902,10-Jan-14,2456668
2.886,09-Jan-14,2456667
2.922,08-Jan-14,2456666
2.909,06-Jan-14,2456664
2.892,03-Jan-14,2456661
2.935,02-Jan-14,2456660
3,30-Dec-13,2456657
3.036,27-Dec-13,2456654
3.023,24-Dec-13,2456651
2.955,19-Dec-13,2456646
2.871,17-Dec-13,2456644
2.878,13-Dec-13,2456640
2.913,09-Dec-13,2456636
2.948,06-Dec-13,2456633
2.955,04-Dec-13,2456631
2.955,27-Nov-13,2456624
2.929,25-Nov-13,2456622
2.842,20-Nov-13,2456617
2.808,18-Nov-13,2456615
2.815,14-Nov-13,2456611
2.727,08-Nov-13,2456605
2.737,07-Nov-13,2456604
2.76,05-Nov-13,2456602
2.912,30-Oct-13,2456596
2.866,28-Oct-13,2456594
2.802,24-Oct-13,2456590
2.917,21-Oct-13,2456587
2.912,16-Oct-13,2456582
2.91,14-Oct-13,2456580
2.923,08-Oct-13,2456574
2.899,07-Oct-13,2456573
2.89,03-Oct-13,2456569
2.856,27-Sep-13,2456563
2.849,25-Sep-13,2456561
2.846,23-Sep-13,2456559
2.87,17-Sep-13,2456553
3.001,13-Sep-13,2456549
2.942,11-Sep-13,2456547
3.045,06-Sep-13,2456542
3.004,04-Sep-13,2456540
3.08,30-Aug-13,2456535
3.041,26-Aug-13,2456531
3.01,22-Aug-13,2456527
3.015,20-Aug-13,2456525
2.982,14-Aug-13,2456519
2.965,12-Aug-13,2456517
2.917,06-Aug-13,2456511
2.97,02-Aug-13,2456507
2.95,31-Jul-13,2456505
2.875,26-Jul-13,2456500
2.899,24-Jul-13,2456498
2.931,22-Jul-13,2456496
2.924,16-Jul-13,2456490
2.906,12-Jul-13,2456486
2.892,10-Jul-13,2456484
2.833,03-Jul-13,2456477
2.754,01-Jul-13,2456475
2.73,25-Jun-13,2456469
2.735,21-Jun-13,2456465
2.83,19-Jun-13,2456463
2.844,14-Jun-13,2456458
2.781,12-Jun-13,2456456
2.758,10-Jun-13,2456454
2.761,04-Jun-13,2456448
2.657,31-May-13,2456444
2.72,29-May-13,2456442
2.709,22-May-13,2456435
2.81,20-May-13,2456433
2.7,14-May-13,2456427
2.741,13-May-13,2456426
2.773,09-May-13,2456422
2.706,03-May-13,2456416
2.604,01-May-13,2456414
2.759,29-Apr-13,2456412
2.683,23-Apr-13,2456406
2.699,19-Apr-13,2456402
2.636,17-Apr-13,2456400
2.874,11-Apr-13,2456394
2.916,09-Apr-13,2456392
2.912,08-Apr-13,2456391
3.019,02-Apr-13,2456385
2.982,28-Mar-13,2456380
2.883,22-Mar-13,2456374
2.926,20-Mar-13,2456372
2.972,18-Mar-13,2456370
3.016,12-Mar-13,2456364
3.004,08-Mar-13,2456360
3.019,06-Mar-13,2456358
3.049,28-Feb-13,2456352
3.127,26-Feb-13,2456350
3.163,25-Feb-13,2456349
3.238,19-Feb-13,2456343
3.282,14-Feb-13,2456338
3.286,08-Feb-13,2456332
3.226,06-Feb-13,2456330
3.23,04-Feb-13,2456328
3.179,29-Jan-13,2456322
3.113,25-Jan-13,2456318
3.135,23-Jan-13,2456316
3.072,17-Jan-13,2456310
3.095,15-Jan-13,2456308
3.058,11-Jan-13,2456304
3.033,07-Jan-13,2456300
2.994,03-Jan-13,2456296
2.984,31-Dec-12,2456293
2.997,24-Dec-12,2456286
2.977,20-Dec-12,2456282
2.929,19-Dec-12,2456281
2.876,13-Dec-12,2456275
2.872,11-Dec-12,2456273
2.849,07-Dec-12,2456269
2.943,05-Dec-12,2456267
2.945,04-Dec-12,2456266
3.015,30-Nov-12,2456262
3.012,29-Nov-12,2456261
2.995,27-Nov-12,2456259
3.018,26-Nov-12,2456258
3.042,23-Nov-12,2456255
3.015,20-Nov-12,2456252
3.052,19-Nov-12,2456251
2.934,16-Nov-12,2456248
2.94,14-Nov-12,2456246
2.892,13-Nov-12,2456245
2.936,12-Nov-12,2456244
2.891,08-Nov-12,2456240
2.9,07-Nov-12,2456239
2.947,06-Nov-12,2456238
2.865,02-Nov-12,2456234
2.938,01-Nov-12,2456233
2.961,31-Oct-12,2456232
3.017,29-Oct-12,2456230
3.041,26-Oct-12,2456227
3.013,25-Oct-12,2456226
2.999,23-Oct-12,2456224
3.028,22-Oct-12,2456223
3.096,19-Oct-12,2456220
3.157,17-Oct-12,2456218
3.162,16-Oct-12,2456217
3.187,15-Oct-12,2456216
3.25,11-Oct-12,2456212
3.211,10-Oct-12,2456211
3.208,09-Oct-12,2456210
3.158,05-Oct-12,2456206
3.199,04-Oct-12,2456205
3.077,03-Oct-12,2456204
3.151,01-Oct-12,2456202
3.156,28-Sep-12,2456199
3.168,27-Sep-12,2456198
3.135,25-Sep-12,2456196
3.129,24-Sep-12,2456195
3.128,20-Sep-12,2456191
3.068,19-Sep-12,2456190
3.141,18-Sep-12,2456189
3.284,14-Sep-12,2456185
3.265,13-Sep-12,2456184
3.263,12-Sep-12,2456183
3.247,10-Sep-12,2456181
3.242,07-Sep-12,2456178
3.218,06-Sep-12,2456177
3.237,04-Sep-12,2456175
3.279,31-Aug-12,2456171
3.249,29-Aug-12,2456169
3.278,28-Aug-12,2456168
3.225,27-Aug-12,2456167
3.209,23-Aug-12,2456163
3.228,22-Aug-12,2456162
3.195,21-Aug-12,2456161
3.163,17-Aug-12,2456157
3.203,16-Aug-12,2456156
3.185,15-Aug-12,2456155
3.134,13-Aug-12,2456153
3.127,10-Aug-12,2456150
3.154,09-Aug-12,2456149
3.104,07-Aug-12,2456147
3.051,06-Aug-12,2456146
2.939,02-Aug-12,2456142
2.94,01-Aug-12,2456141
2.914,31-Jul-12,2456140
2.963,27-Jul-12,2456136
2.941,26-Jul-12,2456135
2.914,25-Jul-12,2456134
2.91,23-Jul-12,2456132
3.006,20-Jul-12,2456129
3.009,19-Jul-12,2456128
2.91,17-Jul-12,2456126
2.934,16-Jul-12,2456125
2.894,13-Jul-12,2456122
2.828,10-Jul-12,2456119
2.789,06-Jul-12,2456115
2.774,29-Jun-12,2456108
2.673,27-Jun-12,2456106
2.621,25-Jun-12,2456104
2.719,19-Jun-12,2456098
2.708,15-Jun-12,2456094
2.655,13-Jun-12,2456092
2.727,08-Jun-12,2456087
2.687,05-Jun-12,2456084
2.685,01-Jun-12,2456080
2.864,29-May-12,2456077
2.869,24-May-12,2456072
2.882,18-May-12,2456066
2.952,16-May-12,2456064
3.011,14-May-12,2456062
3.044,08-May-12,2456056
3.07,04-May-12,2456052
3.212,02-May-12,2456050
3.261,26-Apr-12,2456044
3.194,24-Apr-12,2456042
3.181,23-Apr-12,2456041
3.223,17-Apr-12,2456035
3.263,13-Apr-12,2456031
3.167,11-Apr-12,2456029
3.234,04-Apr-12,2456022
3.315,02-Apr-12,2456020
3.262,27-Mar-12,2456014
3.235,23-Mar-12,2456010
3.235,21-Mar-12,2456008
3.309,16-Mar-12,2456003
3.292,14-Mar-12,2456001
3.278,12-Mar-12,2455999
3.204,06-Mar-12,2455993
3.205,02-Mar-12,2455989
3.212,29-Feb-12,2455987
3.313,23-Feb-12,2455981
3.237,21-Feb-12,2455979
3.165,14-Feb-12,2455972
3.17,10-Feb-12,2455968
3.197,08-Feb-12,2455966
3.085,02-Feb-12,2455960
3.079,31-Jan-12,2455958
3.1,27-Jan-12,2455954
3.055,23-Jan-12,2455950
3.093,19-Jan-12,2455946
3.079,17-Jan-12,2455944
3.136,11-Jan-12,2455938
3.134,09-Jan-12,2455936
3.06,05-Jan-12,2455932
2.93,29-Dec-11,2455925
2.894,27-Dec-11,2455923
2.829,20-Dec-11,2455916
2.739,19-Dec-11,2455915
2.749,15-Dec-11,2455911
2.841,09-Dec-11,2455905
2.943,07-Dec-11,2455903
2.941,05-Dec-11,2455901
3.001,30-Nov-11,2455896
2.939,28-Nov-11,2455894
2.936,23-Nov-11,2455889
3.052,17-Nov-11,2455883
3.086,16-Nov-11,2455882
3.158,14-Nov-11,2455880
3.119,08-Nov-11,2455874
3.067,04-Nov-11,2455870
2.991,02-Nov-11,2455868
3.051,28-Oct-11,2455863
3.006,26-Oct-11,2455861
3.036,24-Oct-11,2455859
3.01,18-Oct-11,2455853
2.986,17-Oct-11,2455852
2.972,13-Oct-11,2455848
2.881,07-Oct-11,2455842
2.835,05-Oct-11,2455840
2.838,04-Oct-11,2455839
2.877,28-Sep-11,2455833
2.86,26-Sep-11,2455831
2.946,20-Sep-11,2455825
3.002,16-Sep-11,2455821
2.937,14-Sep-11,2455819
2.962,09-Sep-11,2455814
3.05,07-Sep-11,2455812
3.038,02-Sep-11,2455807
3.06,29-Aug-11,2455803
3.039,25-Aug-11,2455799
3.021,23-Aug-11,2455797
3.037,17-Aug-11,2455791
2.996,15-Aug-11,2455789
2.949,11-Aug-11,2455785
2.995,05-Aug-11,2455779
3.075,03-Aug-11,2455777
3.171,28-Jul-11,2455771
3.153,27-Jul-11,2455770
3.164,25-Jul-11,2455768
3.156,19-Jul-11,2455762
3.169,15-Jul-11,2455758
3.137,13-Jul-11,2455756
3.15,07-Jul-11,2455750
3.009,05-Jul-11,2455748
2.996,30-Jun-11,2455743
2.88,28-Jun-11,2455741
2.831,24-Jun-11,2455737
2.88,23-Jun-11,2455736
3.004,22-Jun-11,2455735
2.996,20-Jun-11,2455733
3.062,17-Jun-11,2455730
3.083,16-Jun-11,2455729
3.198,14-Jun-11,2455727
3.162,13-Jun-11,2455726
3.163,10-Jun-11,2455723
3.154,08-Jun-11,2455721
3.144,07-Jun-11,2455720
3.137,03-Jun-11,2455716
3.12,02-Jun-11,2455715
3.098,01-Jun-11,2455714
3.079,27-May-11,2455709
3.065,26-May-11,2455708
3.078,25-May-11,2455707
2.964,23-May-11,2455705
3.058,20-May-11,2455702
3.024,19-May-11,2455701
2.978,17-May-11,2455699
3.02,16-May-11,2455698
3.099,13-May-11,2455695
3.059,11-May-11,2455693
3.146,10-May-11,2455692
2.998,06-May-11,2455688
2.988,05-May-11,2455687
3.237,04-May-11,2455686
3.351,02-May-11,2455684
3.368,29-Apr-11,2455681
3.322,28-Apr-11,2455680
3.295,26-Apr-11,2455678
3.257,25-Apr-11,2455677
3.272,20-Apr-11,2455672
3.207,19-Apr-11,2455671
3.236,18-Apr-11,2455670
3.241,14-Apr-11,2455666
3.238,13-Apr-11,2455665
3.201,12-Apr-11,2455664
3.375,08-Apr-11,2455660
3.251,07-Apr-11,2455659
3.251,06-Apr-11,2455658
3.228,04-Apr-11,2455656
3.202,01-Apr-11,2455653
3.161,31-Mar-11,2455652
3.122,29-Mar-11,2455650
3.127,28-Mar-11,2455649
3.143,24-Mar-11,2455645
3.137,23-Mar-11,2455644
3.154,22-Mar-11,2455643
3.122,18-Mar-11,2455639
3.154,17-Mar-11,2455638
3.067,16-Mar-11,2455637
3.119,14-Mar-11,2455635
3.079,11-Mar-11,2455632
3.083,10-Mar-11,2455631
3.085,08-Mar-11,2455629
3.126,07-Mar-11,2455628
3.147,03-Mar-11,2455624
3.157,02-Mar-11,2455623
3.147,01-Mar-11,2455622
3.006,25-Feb-11,2455618
2.937,24-Feb-11,2455617
3.005,23-Feb-11,2455616
2.806,18-Feb-11,2455611
2.814,17-Feb-11,2455610
2.804,15-Feb-11,2455608
2.823,14-Feb-11,2455607
2.761,11-Feb-11,2455604
2.82,09-Feb-11,2455602
2.79,08-Feb-11,2455601
2.755,07-Feb-11,2455600
2.795,03-Feb-11,2455596
2.769,01-Feb-11,2455594
2.705,28-Jan-11,2455590
2.623,24-Jan-11,2455586
2.635,20-Jan-11,2455582
2.663,18-Jan-11,2455580
2.625,12-Jan-11,2455574
2.57,10-Jan-11,2455572
2.512,06-Jan-11,2455568
2.528,31-Dec-10,2455562
2.501,29-Dec-10,2455560
2.495,22-Dec-10,2455553
2.442,20-Dec-10,2455551
2.459,17-Dec-10,2455548
2.418,13-Dec-10,2455544
2.434,09-Dec-10,2455540
2.411,07-Dec-10,2455538
2.418,02-Dec-10,2455533
2.291,30-Nov-10,2455531
2.346,26-Nov-10,2455527
2.257,19-Nov-10,2455520
2.242,17-Nov-10,2455518
2.348,15-Nov-10,2455516
2.424,10-Nov-10,2455511
2.372,08-Nov-10,2455509
2.346,04-Nov-10,2455505
2.253,29-Oct-10,2455499
2.235,27-Oct-10,2455497
2.25,26-Oct-10,2455496
2.236,20-Oct-10,2455490
2.258,18-Oct-10,2455488
2.269,14-Oct-10,2455484
2.252,11-Oct-10,2455481
2.224,07-Oct-10,2455477
2.272,05-Oct-10,2455475
2.213,29-Sep-10,2455469
2.114,27-Sep-10,2455467
2.112,21-Sep-10,2455461
2.135,20-Sep-10,2455460
2.089,16-Sep-10,2455456
2.127,10-Sep-10,2455450
2.084,08-Sep-10,2455448
2.064,03-Sep-10,2455443
2.059,30-Aug-10,2455439
2.054,26-Aug-10,2455435
1.982,24-Aug-10,2455433
2.075,18-Aug-10,2455427
2.025,16-Aug-10,2455425
2.083,11-Aug-10,2455420
2.164,09-Aug-10,2455418
2.184,05-Aug-10,2455414
2.093,30-Jul-10,2455408
2,28-Jul-10,2455406
2.066,26-Jul-10,2455404
2.044,20-Jul-10,2455398
2.025,16-Jul-10,2455394
2.062,13-Jul-10,2455391
2.051,09-Jul-10,2455387
1.978,07-Jul-10,2455385
1.993,30-Jun-10,2455378
2.105,28-Jun-10,2455376
2.043,24-Jun-10,2455372
2.146,18-Jun-10,2455366
2.124,16-Jun-10,2455364
2.029,14-Jun-10,2455362
1.981,08-Jun-10,2455356
1.98,04-Jun-10,2455352
2.039,28-May-10,2455345
1.942,26-May-10,2455343
1.93,24-May-10,2455341
1.961,19-May-10,2455336
2.007,17-May-10,2455334
2.136,13-May-10,2455330
2.085,07-May-10,2455324
2.185,05-May-10,2455322
2.348,03-May-10,2455320
2.216,27-Apr-10,2455314
2.264,23-Apr-10,2455310
2.204,21-Apr-10,2455308
2.224,16-Apr-10,2455303
2.246,14-Apr-10,2455301
2.249,08-Apr-10,2455295
2.279,06-Apr-10,2455293
2.239,01-Apr-10,2455288
2.109,26-Mar-10,2455282
2.075,24-Mar-10,2455280
2.091,22-Mar-10,2455278
2.121,16-Mar-10,2455272
2.105,12-Mar-10,2455268
2.125,11-Mar-10,2455267
2.116,05-Mar-10,2455261
2.115,03-Mar-10,2455259
2.056,01-Mar-10,2455257
2.049,23-Feb-10,2455251
2.076,19-Feb-10,2455247
1.922,12-Feb-10,2455240
1.945,10-Feb-10,2455238
1.87,08-Feb-10,2455236
1.954,01-Feb-10,2455229
1.928,28-Jan-10,2455225
1.964,26-Jan-10,2455223
1.988,21-Jan-10,2455218
2.044,19-Jan-10,2455216
2.076,14-Jan-10,2455211
1.416,24-Mar-17,2457837
1.402,23-Mar-17,2457836
1.406,22-Mar-17,2457835
1.41,20-Mar-17,2457833
1.404,17-Mar-17,2457830
1.399,16-Mar-17,2457829
1.396,14-Mar-17,2457827
1.396,13-Mar-17,2457826
1.458,09-Mar-17,2457822
1.48,08-Mar-17,2457821
1.532,07-Mar-17,2457820
1.499,03-Mar-17,2457816
1.488,02-Mar-17,2457815
1.531,01-Mar-17,2457814
1.562,27-Feb-17,2457812
1.549,24-Feb-17,2457809
1.587,23-Feb-17,2457808
1.577,21-Feb-17,2457806
1.557,20-Feb-17,2457805
1.548,16-Feb-17,2457801
1.55,15-Feb-17,2457800
1.555,14-Feb-17,2457799
1.581,10-Feb-17,2457795
1.558,09-Feb-17,2457794
1.504,08-Feb-17,2457793
1.508,06-Feb-17,2457791
1.534,03-Feb-17,2457788
1.525,02-Feb-17,2457787
1.5,31-Jan-17,2457785
1.493,30-Jan-17,2457784
1.498,27-Jan-17,2457781
1.503,25-Jan-17,2457779
1.522,24-Jan-17,2457778
1.511,20-Jan-17,2457774
1.486,19-Jan-17,2457773
1.484,18-Jan-17,2457772
1.529,16-Jan-17,2457770
1.529,13-Jan-17,2457767
1.544,12-Jan-17,2457766
1.464,10-Jan-17,2457764
1.481,09-Jan-17,2457763
1.542,06-Jan-17,2457760
1.534,04-Jan-17,2457758
1.528,03-Jan-17,2457757
1.552,30-Dec-16,2457753
1.545,29-Dec-16,2457752
1.534,28-Dec-16,2457751
1.519,26-Dec-16,2457749
1.519,23-Dec-16,2457746
1.483,22-Dec-16,2457745
1.508,20-Dec-16,2457743
1.5,19-Dec-16,2457742
1.51,16-Dec-16,2457739
1.481,14-Dec-16,2457737
1.485,13-Dec-16,2457736
1.482,12-Dec-16,2457735
1.436,08-Dec-16,2457731
1.371,07-Dec-16,2457730
1.476,06-Dec-16,2457729
1.497,02-Dec-16,2457725
1.484,01-Dec-16,2457724
1.444,30-Nov-16,2457723
1.391,28-Nov-16,2457721
1.4,25-Nov-16,2457718
1.4,24-Nov-16,2457717
1.409,22-Nov-16,2457715
1.413,21-Nov-16,2457714
1.339,18-Nov-16,2457711
1.313,16-Nov-16,2457709
1.33,15-Nov-16,2457708
1.272,14-Nov-16,2457707
1.32,10-Nov-16,2457703
1.336,09-Nov-16,2457702
1.335,07-Nov-16,2457700
1.324,04-Nov-16,2457697
1.362,02-Nov-16,2457695
1.456,27-Oct-16,2457689
1.441,26-Oct-16,2457688
1.469,24-Oct-16,2457686
1.462,18-Oct-16,2457680
1.46,14-Oct-16,2457676
1.468,13-Oct-16,2457675
1.465,07-Oct-16,2457669
1.467,05-Oct-16,2457667
1.451,03-Oct-16,2457665
1.297,27-Sep-16,2457659
1.299,23-Sep-16,2457655
1.32,21-Sep-16,2457653
1.298,16-Sep-16,2457648
1.282,14-Sep-16,2457646
1.332,12-Sep-16,2457644
1.296,06-Sep-16,2457638
1.278,02-Sep-16,2457634
1.327,31-Aug-16,2457632
1.424,25-Aug-16,2457626
1.37,23-Aug-16,2457624
1.361,17-Aug-16,2457618
1.333,16-Aug-16,2457617
1.283,12-Aug-16,2457613
1.213,08-Aug-16,2457609
1.18,04-Aug-16,2457605
1.131,02-Aug-16,2457603
1.163,27-Jul-16,2457597
1.192,25-Jul-16,2457595
1.239,21-Jul-16,2457591
1.251,15-Jul-16,2457585
1.279,13-Jul-16,2457583
1.345,12-Jul-16,2457582
1.364,06-Jul-16,2457576
1.424,01-Jul-16,2457571
1.326,27-Jun-16,2457567
1.407,23-Jun-16,2457563
1.395,21-Jun-16,2457561
1.349,15-Jun-16,2457555
1.381,13-Jun-16,2457553
1.424,09-Jun-16,2457549
1.375,06-Jun-16,2457546
1.378,02-Jun-16,2457542
1.36,31-May-16,2457540
1.383,25-May-16,2457534
1.363,23-May-16,2457532
1.357,17-May-16,2457526
1.29,13-May-16,2457522
1.264,11-May-16,2457520
1.203,05-May-16,2457514
1.193,03-May-16,2457512
1.377,29-Apr-16,2457508
1.207,26-Apr-16,2457505
1.177,22-Apr-16,2457501
1.217,20-Apr-16,2457499
1.158,14-Apr-16,2457493
1.18,12-Apr-16,2457491
1.098,08-Apr-16,2457487
0.967,04-Apr-16,2457483
1.056,31-Mar-16,2457479
1.064,25-Mar-16,2457473
1.095,23-Mar-16,2457471
1.101,21-Mar-16,2457469
1.054,15-Mar-16,2457463
1.068,14-Mar-16,2457462
1.09,10-Mar-16,2457458
1.048,04-Mar-16,2457452
0.998,02-Mar-16,2457450
0.991,29-Feb-16,2457448
0.902,23-Feb-16,2457442
0.957,19-Feb-16,2457438
1.002,15-Feb-16,2457434
0.945,11-Feb-16,2457430
0.946,09-Feb-16,2457428
1.047,03-Feb-16,2457422
0.974,01-Feb-16,2457420
0.995,28-Jan-16,2457416
0.912,22-Jan-16,2457410
0.804,20-Jan-16,2457408
0.903,14-Jan-16,2457402
0.912,12-Jan-16,2457400
0.954,08-Jan-16,2457396
1.039,04-Jan-16,2457392
1.026,31-Dec-15,2457388
1.052,29-Dec-15,2457386
1.055,23-Dec-15,2457380
1.009,21-Dec-15,2457378
1.023,18-Dec-15,2457375
0.996,14-Dec-15,2457371
1.131,10-Dec-15,2457367
1.179,08-Dec-15,2457365
1.236,03-Dec-15,2457360
1.244,01-Dec-15,2457358
1.303,25-Nov-15,2457352
1.264,23-Nov-15,2457350
1.273,19-Nov-15,2457346
1.283,16-Nov-15,2457343
1.306,12-Nov-15,2457339
1.382,10-Nov-15,2457337
